comparison_id,concept_id,generosity,shared_shape_notes,reasoning,n_tk_forms,n_an_forms,permutation_id
156,bow,1,none noted,"Despite some superficial similarities in the occurrence of nasal-final forms (e.g., 'koŋ', 'kuŋ' in bag_a vs. forms like 'paŋe' or 'boboŋa' in bag_b), the dominant shapes in each set differ considerably. There are no recurring consonant-vowel skeletons or segmental patterns that are widespread and clearly comparable in both bags. Overall, the forms look typologically distinct on shape alone.",23,55,0
157,round,1,none noted,"The forms in bag_a display recurring CVn and CVC patterns (e.g., man, mun, mon, duan, kom, lom), while bag_b is dominated by reduplicated and polysyllabic shapes with many bori-, bory-, poro-, poto-, and similar repeated elements. No clear or systematic segmental correspondences, nor any notably recurring shapes, appear across both bags to suggest hypothetical cognacy.",39,23,0
158,sit,2,"Some nasal-final syllables (-ŋ), but otherwise limited recurring shapes.","A fair number of forms in both bags end with -ŋ or contain -ŋ (e.g., naŋ, laŋ, coŋ, tsɔŋ in bag_a; taloŋ, maluŋqu, sioŋ, aharaŋ in bag_b). However, aside from nasal codas, the segmental shapes and syllable structures otherwise differ greatly and there are no clear recurring roots or widespread patterns linking the two sets more deeply.",20,80,0
159,louse,1,none noted,"Bag A displays recurring 'nan', 'man', and 'tan' shapes, while Bag B overwhelmingly contains forms of the shape 'kutu', 'koto', 'kucu', 'kut', 'kuto', etc. There is no noticeable overlap in syllable structure, onset/coda patterns, or recurring consonant-vowel skeletons across multiple items in both sets. The two bags do not show compelling evidence for hypothetical cognacy on segmental shape alone.",23,80,0
160,see,1,"Minimal overlap; some semblance of CV nasal-final forms (e.g., han, nan vs. niŋ, rang), but these are extremely generic. Many forms differ greatly in syllable structure and segmental inventories.","There is little evidence of widespread, non-trivial shared shapes or recurring patterns between the two bags. The forms from bag_a (e.g., han, nan, laŋ) and isolated nasal-final forms in bag_b (e.g., niŋ, rang) are highly generic and likely to occur independently. No convincing correspondences or recurring segmental patterns span both sets.",23,80,0
161,feather,2,"Some similar CVN/CVŋ and bilabial-initial forms (pun, pɨn, bun vs. bun, buɾ, bɨm'bu, bobow), and nasal-final patterns, but widespread recurrent forms not found.","There are isolated syllabic similarities such as nasal-final (pun/pɨn/hun|bun/buɾ/bɨm'bu), and some forms in both bags use initial bilabials or k-/g-/h- series, but overall most forms do not align well. The similarities are relatively superficial and do not recur across many items in both lists.",24,80,0
162,that,2,"Some overlap in CVN (e.g., 'nan', 'yan', 'kjen', 'koani', 'kjen', 'ina'), n-initial and a-final forms, repeated 'an', 'na', 'an' strings, but overall segmental matches are limited and inconsistent.","There is some recurrence of open syllables ending in -n/-na and some forms with initial k-, n-, or a-, but full segmental similarity is sparse and inconsistent across the sets. The shared shapes are quite general CVN and CV structures, and there are only a few cases of remotely similar patterns without strong or widespread regularity.",21,80,0
163,die,2,"Sporadic similarity in 'ta(i)' (bag_a) and 'mate', 'maty', '-mat', 'mati', etc. (bag_b), both having sequences involving 't', 'a', and occasionally 'm'. Some tenuous overlap in CV and CVCV shapes, but not widespread across both bags.","Most forms in bag_a cluster around 'ta(i)' shapes, while bag_b features a variety of CVCV forms, with a noticeable cluster around 'mat-', 'mate', and similar forms. However, the resemblance is uneven and mainly limited to some bag_b forms. The rest of each bag diverges in phonological shape, so overall, only weak evidence for hypothetical cognacy based on shape.",14,33,0
164,mountain,2,"Isolated similarities such as /doŋ/ vs. dongo, dongona, and toŋ-, and some forms with initial p/b and k/g, but little recurring shared structure across both bags.","There are a few surface-level similarities, for example between 'doŋ' forms in bag_a (e.g., ʔdoŋ, ⁿdoŋ) and dongo/dongona/toŋ- forms in bag_b, and also some overlap in p/b- and k/g-initial syllables. However, most form shapes are quite different, and the similarities are not frequent or systematic enough across both bags to suggest a strong potential for cognacy based on phonological shape alone.",19,80,0
165,this,4,"Extensive recurrence of ni, nai, nei, nii, nen, and nan shapes across both bags; many C-initial + ni/nei/nai/nin forms.","Both bags strongly favor forms built around a simple nV or nVn skeleton, with ni, nai, nei, nii, and nen/nan repeatedly found in each set as independent forms and as components of longer compounds. There is also evidence of similar morphological extensions (preposed and postposed elements), as well as considerable overlap in the distribution of nasal-initial and high-front vowel core forms. The widespread recurrence of highly similar CV and CVC shapes, particularly with final -i or -e, raises the score to nearly the highest level.",17,80,0
166,not,1,none noted,"The forms in bag_a predominantly contain initial ʔ-, m-, b-, d-, or v-like consonants with diphthongal or simple vowel finals (e.g., 'mai', 'məi', 'van', 'vei'), while bag_b is rich in ts-, s-, z-, and vowel-initial items (e.g., 'tsia', 'aza', 'ehe'). Across the sets, there is little overlap in the consonant or vowel patterns, and no widespread segmental shapes are shared. Any lookalikes are at best superficial and isolated.",16,13,0
167,belly,2,"Marginal resemblance of 'po-' / 'pɔk', and limited overlap in -ŋ/-k/-n endings; some forms in both bags show 'po', 'pu', 'bo', 'to', but correspondences are inconsistent and not widespread. No clear, recurring CV(C)-ŋ or CV(C)-k pattern across sets.","There are sporadic phonological similarities such as 'po-', 'bo-', and some nasal codas like -ŋ or -k, especially in short forms, but these do not appear with enough regularity or systematic patterning between the two bags to look strongly promising for hypothetical cognacy. The internal variation within each bag is high, and most similarities are isolated or likely coincidental.",11,80,0
168,back,1,none noted,"The two bags display little overlap in recurrent segmental patterns. Bag A has a strong emphasis on forms centering around 'laŋ', 'lai', or 'la:i', often with preceding syllables like 'pa', 'pɜi', or 'pe', as well as frequent nasal finals. Bag B shows frequent use of 'ku', 'lik', and extensive CVCV or CVCVCV patterns but lacks the systematic 'laŋ' or similar forms found widespread in bag A. No recurring segmental shape is prominent across both bags, suggesting little evidence for hypothetical cognacy on phonological shape alone.",27,80,0
169,house,2,"Moderate recurrence of CVN and CVN(V) and CVVC patterns in both bags, with some items featuring /l/, /n/, /m/, /b/, /r/. Syllables like 'ban', 'lan', 'ran' (bag_a) and 'bal', 'ban', 'lan', 'rum', 'lom' (bag_b) hint at a few loose similarities but with mismatched finals and inconsistent consonants.","Both bags contain many disyllabic and monosyllabic forms with nasal and liquid finals (like -n, -m, -l), and some initial labial and liquid consonants. However, there is no strong, persistent sequence or pattern mapped widely across both sets, and much of the apparent overlap is on common syllable shapes rather than specific consonant/vowel skeletons that would suggest hypothetical cognacy. Thus, only minimal support is present.",28,80,0
170,tie,2,"Some shared CV(C) or CVCV(C) skeletons like 'puk', 'tak', 'tan', 'pat', 'kan', and 'mat', but these are isolated and not clearly widespread, and both bags feature a wide variety of shapes.","Both sets contain a high diversity of shapes, with bag_a showing many items with 'pVk' or 'tVk' patterns and bag_b displaying more polysyllabic forms as well as some similar simple syllables (e.g., 'puku', 'takia'). There are a handful of superficial lookalikes (such as 'puk', 'tan', 'kan'), but these are not broadly recurring through both lists, and overall shape similarity seems limited to isolated cases.",26,80,0
171,stone,1,none noted,"Bag A is dominated by forms with a -in or -ɪn nasal coda, often with voiced or palatal/glottal onsets (e.g. ɣin, jɪn, lin, hin, tin), sometimes appearing with tsh- in another clade. Bag B is heavily dominated by disyllabic (C)V(C)V forms, especially with patterns like batu, bato, fatu, pat, vat, etc., showing a b/p/f/v- initial and a (C)V ending, often -tu/-to or -at. There are no repeated segmental skeletons or dominant shared substructures across the sets; both the onsets and rhyme structures are fundamentally different, and no widespread patterns recur in both sets.",20,80,0
172,spit,2,"Some syllable structures like 'tu', 'la', and 'na' appear in both bags, and a few forms show similar CV combinations (e.g., 'tupa', 'tubad', 'tumukpa' in bag_b vs. 'tu', 'nam', 'na:m', 'lam' in bag_a), but overall most forms differ considerably in shape and segmental makeup.","There are a handful of superficially similar syllables (such as 'tu', 'la', and 'na') and clusters like 'nam', 'lam', 'la:i', but these are common patterns and do not recur systematically across both bags. Most word forms otherwise diverge in consonant and vowel sequences, and no compelling widespread recurring shapes link the sets.",22,80,0
173,rotten,2,"Some forms in both bags with final -m, -n, -k, or -ŋ; some CVm and CVn shapes; presence of some nasal or liquid-initial forms (na-, ma-, la-, lu-) in both bags. Isolated CVC and CVVC patterns also match, but with little systematicity.","There are some superficial shape similarities like CVm, CVn or CVk/ŋ codas, and occasional matches in syllable structure (e.g., lau : pilau, map : mapuhəð), and nasal/liquid-initial roots (na-, la-, ma- in both sets), but these are relatively common cross-linguistically. There is no pervasive or systematic phonological match across the sets, but a few forms suggest a distant or accidental resemblance.",26,80,0
