comparison_id,concept_id,generosity,shared_shape_notes,reasoning,n_tk_forms,n_an_forms,permutation_id,an_source_concept_id
110,climb,2,"Some convergence in CVn, CVC, and reduplicated syllable forms ('lu', 'hum', 'pen/pan', 'muk-/mak-', reduplication like 'kokoko', 'cmʉ́cmʉ'). However, these shapes are quite generic, and no distinctive, widespread correspondences are identifiable.","Both bags contain numerous forms with syllable structures like CVC, CVN, and some evidence of reduplication. There are some recurring elements such as 'lu', 'hum', 'pan/pen', which minimally hint at overlap, but these sequences are extremely common cross-linguistically and could arise independently. Genuine recurring and distinctive shape patterns as would be expected in clear cognacy are not present.",33,80,7,cloud
111,hear,1,none noted,"There are no clear, recurrent consonant-vowel skeletons or syllable structures shared widely across both bags. Bag A has frequent forms built on (C)V(N) or (C)VC, often with 'i', 'a', or 'ŋ' elements, while Bag B is dominated by forms like 'danaw', 'lawa', 'banaw', and sequences ending in '-aw' or '-o', which are not echoed in Bag A. No persuasive, widespread segmental resemblance is observed.",40,80,7,lake
112,smokeexhaust,1,none noted,"Bag A has a strong concentration of forms with the sequence 'kwan', 'wan', 'van', and related nasal-coda syllables (e.g., 'khuan', 'xɔn', 'fai'), which recur extensively. Bag B overwhelmingly consists of forms with 'pitu', 'pito', 'fitu', and similar, with consistent initial labials and medial/diphthongal vowels rarely matching any Bag A pattern. There is no clear widespread phono-structural overlap or shared skeletons across both bags.",30,80,7,seven
113,stand,1,none noted,"Bag A is dominated by short, CVN (C=consonant, V=vowel, N=nasal) or CVC forms with many instances of 'in', 'un', and related shapes, often with initial palatal or coronal consonants. Bag B predominantly consists of much longer and more complex forms, commonly with reduplication, multiple syllables, or consonant clusters, and the segmental templates differ greatly. There are no clearly recurring shapes or patterns across both bags, and almost no strong segmental resemblance.",31,80,7,all
114,sit,1,none noted,"Bag A is dominated by forms with -aŋ, -iŋ, or -uŋ endings and generally has a strong nasal-final (especially -ŋ) pattern. Bag B contains highly diverse forms, with many polysyllabic structures and no consistent nasal-final sequence, nor recurring elements matching Bag A's prevalent patterns. No widespread similarities in consonant-vowel skeletons or segmental shapes are evident.",20,80,7,fatorganicsubstance
115,louse,3,"Repeated CVN/CVN- or (C)V(N) and CVC elements. Recurring forms with initial ma-/man-/tan-, nasals + a vowel + n/m (e.g., man, nan, tan), -nam/-num/-nam. Some possible m-l-/m-n-/t-n- combinations.","There are multiple recurring shapes in both bags, such as man, nan, tan, and CVN syllables, as well as longer forms beginning with ma-/man- and containing nasal and stop alternations. While overall segmental matches are not robust across all items, the frequent recurrence of these shapes gives moderate shape-based support for hypothetical cognacy.",23,80,7,plantsomething
116,see,1,none noted,"There are no clear recurring shapes, syllable structures, or consonant-vowel patterns that occur broadly or repeatedly in both bags. Bag_a tends to favor forms with nasal codas or onset clusters, and many short CVN/VC syllables, while Bag_b overwhelmingly features forms built on initial pa-, ba-, ka-, v-, and more complex polysyllabic structures not mirrored in bag_a. No promising or repeated segmental similarities suggest hypothetical cognacy.",23,80,7,wing
117,feather,2,"Some shared CvCVC and nasal-final patterns (e.g., -n, -m), but no widespread or systematic segmental parallels across both bags.","Both bags contain a few monosyllabic or disyllabic CVC or CVCV(C) forms with nasal codas (e.g., 'mui', 'hun', 'pun', 'pɨn', 'khun', 'xon' in bag_a; 'pulu', 'bili', 'ambi', 'amok' in bag_b), but these are generic patterns common cross-linguistically. There is no clear evidence of recurring, systematic consonant or vowel skeletons that would elevate the score.",24,80,7,rotten
118,that,1,none noted,"Inspection of both bags shows no recurring phonological shapes or consonant-vowel skeletons that are repeated widely across both sets. While each bag contains a diverse array of forms, there is no evident pattern of segmental similarity that could plausibly suggest hypothetical cognacy.",21,80,7,person
119,this,1,none noted,"There are no clear or recurring segmental patterns or consonant-vowel skeletons that are widely shared between the two bags. Bag A is dominated by strings with a central 'nV(i/ei)' or similar nucleus, but these are absent from Bag B, whose forms are both longer and more morphologically complex. There are no widespread similarities in either segment structure or phonotactics across the bags.",17,80,7,long
120,belly,2,"Some overlap in final -ŋ and -k, and sporadic similarity in initial p-/b-, but no clear widespread recurring shapes across both bags.","Bag A shows recurring CVC syllable structures with finals like -ŋ and -k (e.g., loŋ, tɔŋ, mok, pok), and many forms begin with p-/b-. Bag B displays a larger inventory, with a few forms that contain -ŋ or -k, as well as some initial p-/b- patterns. However, the shared features are rare and scattered, with no consistent or systematic correspondences across both sets. Overall, the evidence for broad shape similarity is weak.",11,80,7,shoulder
121,back,1,none noted,"The forms in bag_a are dominated by recurrent segments such as 'lai', 'la:i', 'lən', 'laŋ', and 'pa', while bag_b overwhelmingly features forms based on 'lim', 'lima', 'rim', 'dim', and their extensions. There is no evident recurring root or consonant-vowel skeleton that links the two bags, and segmental structures do not align in a way suggestive of hypothetical cognacy.",27,80,7,five
122,house,2,"Isolated similarities in sequences like 'jan/an/an', 'lan', 'ban/baan', and some 'pia/biːan' elements, but no strong widespread or robustly recurring segmental patterns across both bags.","Most forms in bag_a cluster around -an/-a:n/-ən/-aːn syllable endings and initial consonants like j/l/b/h/r, whereas bag_b displays much more diverse and polysyllabic forms with a range of different syllabic structures. There are occasional similarities, such as 'mama-', 'pia-/biːan', or 'jan/an', but these are isolated and not consistently reflected across multiple items in both lists. The overall lack of recurring segmental skeletons across both bags suggests only weak hypothetical cognacy on shape alone.",28,80,7,good
123,stone,1,none noted,"Bag A overwhelmingly consists of short forms with a -in/-ɪn/-ɯn rhyme and initial obstruents or glides, with a few 'tshin' forms in Hlai. Bag B contains a wide variety of forms, many polysyllabic, and no clear tendency toward the recurrent -in/-ɪn coda seen in bag A. There are no clear or widespread shared segmental templates or recurring skeletons across both bags.",20,80,7,climb
124,spit,2,"Some resemblance in CV patterns involving forms like 'nam', 'la:i', 'lay', and 'p/j/b' initial syllables, but recurrent shapes across both sets are weak and inconsistent.","There are a few surface similarities such as bag_a's 'nam', 'na:m', and 'la:i' and bag_b's 'lay', 'palay', 'malay-', but the overall consonant and vowel patterns diverge broadly between the two bags. Shared shapes are not systematic or recurring across multiple items in both sets, limiting support for hypothetical cognacy based on shape alone.",22,80,7,flymovethroughair
125,rotten,1,none noted,"There is little resemblance in segmental structure between the bags. Bag A overwhelmingly features nasal-final and nasal-heavy sequences (e.g., -ŋ, -n, -m, -w) and forms centering on (C)V(N/w) shapes, often with u/o/a nuclei, and onsets such as n-, l-, j-, d-. Bag B is dominated by CV(C)V forms with frequent 'ta', 'ka', 'ki', 'ita', 'ata', etc., but these shapes do not appear recurrently or systematically in Bag A. Isolated forms with 'na', 'la', or 'ma' in both, but without recurrent or systematic phonological correspondence, do not support hypothetical cognacy.",26,80,7,we
126,dust,2,"Both bags feature forms with initial p/f/b + n, p/f/b + ŋ, and n/m + o/u + n/k clusters, but these patterns are not systematic or widespread across both sets. Some superficial similarities in CVN/CVC structures (e.g. 'fun', 'fɔn', 'pana', 'panga', 'rana'), but widespread recurring roots are absent.","While there are isolated phonological lookalikes such as fun/pan/fan and forms with p/f/b + n/ŋ/k/vowel patterns, these are found sporadically rather than recurring systematically in both bags. The majority of forms in each bag do not align segmentally, and overall the resemblance on shape alone is minimal, leading to a low hypothetical cognacy score.",29,80,7,branch
127,correctright,2,"Some similar shapes with repeated nasal and vowel patterns (e.g., -num, -nim, -nom, -nəm/-nem), but overall little broad overlap or systematic resemblance; many forms in both bags cluster internally, but cross-bag recurrence is limited.","Several forms in bag_b have sequences like inum, anim, nim, enom, etc., superficially similar to some Tai forms like ndum or mɛn, but this appears to be coincidental and not widespread throughout both sets. Both bags have a few disyllabic nasals and similar CVCV or CVC patterns, but systematic, recurring shape alignments are not observed beyond chance-level resemblance.",23,80,7,drink
128,liedown,2,"Possible shared use of nasal-final CVN and CV: patterns (e.g., 'nun', 'nin', 'nanún', 'ŋaʔ', 'ŋʷera'), and some shared CV syllabic structure, but no clear widespread, consistent segmental matches.","There are a few isolated phonological similarities, such as nasal-final syllables (CVN) in both sets and some forms beginning with similar consonants or vowels, but these patterns are common cross-linguistically. No strong, consistent recurring shapes are widespread in both bags, so only weak promise for hypothetical cognacy based on segmental shape.",31,80,7,child
